입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금
입원,K85,급성 췌장염,95,1409,13239,2122,4580810,3492159
입원,S01,머리의 열린상처,96,1401,3533,1486,967332,693876
입원,K52,기타 비감염성 위장염 및 결장염,97,1397,3913,1467,880555,658893
입원,O68,태아스트레스[절박]가 합병된 진통 및 분만,98,1383,8539,1394,3320636,2946103
입원,M79,달리 분류되지 않은 기타 연조직장애,99,1377,5034,1534,928663,692840
입원,B02,대상포진,100,1370,9782,1506,1995003,1495625
입원,K40,사타구니탈장,100,1370,4278,1438,2939879,2266311
입원,K59,기타 기능성 장장애,102,1362,2553,1467,624005,471835
입원,K56,탈장이 없는 마비성 장폐색증 및 장폐색,103,1335,6524,1548,2200258,1665837
입원,N39,비뇨계통의 기타 장애,104,1327,4824,1531,1386296,1063294
입원,R00,심장박동의 이상,105,1318,1954,1462,709608,558893
입원,T81,달리 분류되지 않은 처치의 합병증,106,1301,8308,1481,2264697,1747827
입원,Z34,정상임신의 관리,107,1281,6099,1376,1287674,1149253
입원,S32,요추 및 골반의 골절,108,1263,17387,1812,4030984,3072248
입원,O32,태아의 알려진 또는 의심되는 이상태위에 대한 산모관리,109,1259,7917,1268,3059351,2681003
입원,N93,기타 이상 자궁 및 질 출혈,110,1244,2034,1338,691228,529939
입원,L50,두드러기,111,1195,2510,1285,358188,275685
입원,O20,초기임신중 출혈,112,1179,5767,1328,713705,589619
입원,O00,자궁외임신,113,1154,5199,1282,2868124,2066496
입원,E11,2형 당뇨병,114,1144,8606,1401,2216504,1696290
입원,S86,아래다리 부위의 근육 및 힘줄의 손상,115,1141,12143,1399,2613908,1945087
입원,B34,상세불명 부위의 바이러스감염,116,1138,3968,1295,665324,512133
입원,O02,기타 비정상적 수태부산물,117,1117,1854,1140,622712,477073
입원,N94,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,118,1096,1429,1166,342281,255541
입원,T50,"이뇨제 및 기타 상세불명의 약물, 약제 및 생물학적 물질에 의한 중독",119,1066,2112,1182,945740,736139
입원,S22,"늑골, 흉골 및 흉추의 골절",120,1051,11483,1299,2539453,1981786
입원,K75,기타 염증성 간질환,121,1049,5919,1204,1552693,1179183
입원,R11,구역 및 구토,122,1034,2031,1109,462267,347045
입원,F41,기타 불안장애,123,1008,6871,1825,1013622,764438
입원,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,124,988,6814,1146,1792529,1325208
입원,L05,모소낭,125,984,4456,1084,1106744,828005
입원,D21,결합조직 및 기타 연조직의 기타 양성 신생물,125,984,4149,1039,1177922,868284
입원,O66,기타 난산,127,972,6253,975,2207361,1956974
입원,I86,기타 부위의 정맥류,128,951,2867,1015,2166432,1669755
입원,J02,급성 인두염,129,948,2208,1059,353493,268038
입원,K63,장의 기타 질환,130,944,2737,994,1195793,911288
입원,D17,양성 지방종성 신생물,131,939,3579,986,1166153,869313
입원,N64,유방의 기타 장애,132,936,1298,956,485750,369695
입원,O61,유도분만의 실패,133,925,4899,957,1756193,1540599
입원,N87,자궁경부의 이형성,134,920,1547,963,579293,445662
입원,K81,담낭염,135,918,4383,1077,2893680,2083334
입원,J40,급성인지 만성인지 명시되지 않은 기관지염,136,907,4063,982,733565,553160
입원,K76,간의 기타 질환,137,883,2691,970,798184,608356
입원,K11,침샘의 질환,138,882,2803,950,1078522,796336
입원,G51,안면신경장애,139,878,3076,992,1077814,765404
입원,M77,기타 골부착부병증,140,872,4555,960,947054,701427
입원,N60,양성 유방형성이상,141,859,1506,884,349221,258753
입원,I47,발작성 빈맥,142,848,2459,1136,4588080,4240769
입원,I88,비특이성 림프절염,143,813,3786,922,1137373,831986
입원,M20,손가락 및 발가락의 후천변형,144,809,7397,1134,2125076,1578065
입원,J45,천식,145,808,3710,1035,829291,631508
입원,N30,방광염,146,800,2279,863,526381,392142
입원,F10,알코올사용에 의한 정신 및 행동 장애,147,799,31726,2094,3420092,2563646
입원,O63,지연진통,147,799,3273,810,1536262,1462986
입원,K66,복막의 기타 장애,149,786,3222,868,1420046,1033329
입원,L72,피부 및 피하조직의 모낭낭,150,772,2761,810,804570,602101
입원,T42,"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",151,770,2288,864,1131150,879614
입원,M47,척추증,152,756,4960,873,720674,537913
입원,B17,기타 급성 바이러스간염,153,752,4599,852,1301121,983796
입원,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,154,740,9639,1998,5538631,5124436
입원,L02,"피부의 농양, 종기 및 큰종기",155,736,4977,820,1076672,808542
입원,D06,자궁경부의 제자리암종,156,727,1569,803,644190,562998
입원,H33,망막박리 및 망막열공,157,721,3123,920,2356583,1835353
입원,J00,급성 비인두염[감기],158,705,1017,771,143359,111073
입원,M22,무릎뼈의 장애,159,699,3237,777,723633,523474
입원,S96,발목 및 발 부위의 근육 및 힘줄의 손상,160,695,5798,776,1153969,857088
입원,R61,다한증,160,695,1465,737,1918611,1489789
입원,S00,머리의 표재성 손상,162,690,1703,716,354018,244326
입원,K22,식도의 기타 질환,163,686,2075,759,882646,675460
입원,T58,일산화탄소의 독성효과,164,680,1910,797,1004321,767410
입원,F43,심한 스트레스에 대한 반응 및 적응장애,165,679,9334,966,1680232,1258458
입원,M94,연골의 기타 장애,166,676,3073,756,771520,572361
입원,J31,"만성 비염, 비인두염 및 인두염",167,673,1145,684,490752,384664
입원,D16,골 및 관절연골의 양성 신생물,168,668,3753,741,1456792,1068519
입원,S56,아래팔 부위의 근육 및 힘줄의 손상,169,664,4105,715,1148174,856385
입원,M48,기타 척추병증,170,663,3597,723,629837,467405
입원,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",171,654,2111,717,710965,526479
입원,A63,달리 분류되지 않은 기타 주로 성행위로 전파되는 질환,172,651,1492,763,457088,350745
입원,O47,가진통,173,641,3637,676,904484,813590
입원,I67,기타 뇌혈관질환,173,641,6286,980,3464239,2978903
입원,K62,항문 및 직장의 기타 질환,175,624,1409,675,628547,488261
입원,L04,급성 림프절염,176,613,3196,704,820685,621282
입원,Q83,유방의 선천기형,177,609,952,620,709831,543171
입원,S64,손목 및 손 부위의 신경의 손상,178,607,3534,634,1017377,766272
입원,J30,혈관운동성 및 알레르기성 비염,179,587,1329,623,337105,258289
입원,S80,아래다리의 표재성 손상,179,587,2452,613,403143,302490
입원,J38,달리 분류되지 않은 성대 및 후두의 질환,181,582,1410,614,631030,482691
입원,M84,골연속성의 장애,182,577,4865,670,1597395,1193051
입원,K51,궤양성 대장염,183,576,5140,973,2053001,1760054
입원,S76,엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,184,557,4799,639,826484,611288
입원,Q18,얼굴 및 목의 기타 선천기형,184,557,2041,607,725319,532673
입원,S91,발목 및 발의 열린상처,186,553,3306,595,695003,519389
입원,R45,정서상태에 관련된 증상 및 징후,187,549,825,662,235694,180603
입원,E66,비만,188,547,3291,630,4404263,3233011
입원,M76,발을 제외한 다리의 골부착부병증,189,546,2901,595,440164,328113
입원,K58,과민대장증후군,190,542,2125,566,506574,376464
입원,N13,폐색성 및 역류성 요로병증,191,536,2775,691,1642106,1272110
입원,O36,기타 알려진 또는 의심되는 태아문제에 대한 산모관리,192,520,2555,575,1150991,1041006
입원,T14,상세불명의 신체부위의 손상,193,518,1696,547,452485,330931
입원,L75,아포크린땀샘장애,194,517,1049,526,258707,198466
입원,M10,통풍,195,514,3230,571,559784,419070
입원,M93,기타 골연골병증,196,509,4454,638,1154294,843358
입원,H91,기타 청력소실,197,504,2665,556,1126417,719328
입원,T24,발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식,198,498,4769,586,1277248,975231
입원,H26,기타 백내장,199,495,762,647,736829,589189
입원,G56,팔의 단일신경병증,200,491,2942,563,786850,586118
입원,J15,달리 분류되지 않은 세균성 폐렴,201,487,4127,577,1110210,867066
입원,J33,코폴립,201,487,1315,503,959925,705007
입원,S53,"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",201,487,3129,571,717611,526928
입원,F29,상세불명의 비기질성 정신병,204,486,23861,1795,2700701,2108613
입원,R04,기도출혈,205,483,1255,537,563425,441273
입원,K25,위궤양,206,480,2300,517,720742,542680
입원,I20,협심증,207,479,906,530,548005,444814
입원,D23,피부의 기타 양성 신생물,208,476,1473,491,423128,316252
입원,H66,화농성 및 상세불명의 중이염,209,472,2009,526,1085716,837734
입원,F19,여러 약물 사용 및 기타 정신활성물질의 사용에 의한 정신 및 행동 장애,210,467,3122,694,615727,465936
입원,D18,모든 부위의 혈관종 및 림프관종,211,465,2158,537,931140,698224
입원,S67,손목 및 손의 으깸손상,211,465,4098,508,912622,676586
입원,K31,위 및 십이지장의 기타 질환,211,465,1034,489,389166,293029
입원,S51,아래팔의 열린상처,214,463,1601,493,488356,368979
입원,N18,만성 신장병,215,461,6759,863,4218377,3661786
입원,S81,아래다리의 열린상처,216,458,2426,482,554086,415572
입원,S72,대퇴골의 골절,217,456,9757,803,2954263,2268729
입원,G03,기타 및 상세불명의 원인에 의한 수막염,218,455,3880,579,1438658,1032006
입원,N70,난관염 및 난소염,219,452,2810,512,1144349,843920
입원,T23,손목 및 손의 화상 및 부식,220,449,3415,517,990398,820514
입원,E14,상세불명의 당뇨병,221,444,3026,567,1054065,815389
입원,S30,"복부, 아래등 및 골반의 표재성 손상",222,438,1187,457,311028,222469
입원,M19,기타 관절증,223,433,2551,489,627038,464919
입원,M32,전신홍반루푸스,224,426,6045,820,3248924,2840040
입원,S60,손목 및 손의 표재성 손상,225,421,972,429,190415,144205
입원,O30,다태임신,226,411,3592,498,1463137,1293219
입원,K82,담낭의 기타 질환,227,410,1685,433,1353406,983092
입원,E04,기타 비독성 고이터,228,408,955,431,372173,257757
입원,I49,기타 심장부정맥,228,408,1289,441,1466893,1329604
입원,E10,1형 당뇨병,230,406,3953,585,1350823,1071254
입원,O14,전자간,231,405,3046,487,1325292,1180638
입원,T31,포함된 신체표면의 정도에 따라 분류된 화상,232,403,6915,607,3652341,3021324
입원,N85,자궁경부를 제외한 자궁의 기타 비염증성 장애,232,403,743,439,371270,278857
입원,B15,급성 A형간염,234,401,2838,449,882114,706792
입원,M72,섬유모세포장애,234,401,3020,454,727562,543038
입원,J01,급성 부비동염,236,400,1712,446,370370,281020
입원,F25,조현정동장애,237,398,27934,1739,3462561,2778089
입원,F33,재발성 우울장애,237,398,8912,856,1416040,1052333
입원,M43,기타 변형성 등병증,237,398,1885,439,330225,245353
입원,F34,지속성 기분[정동]장애,240,397,6854,602,1561451,1160293
입원,K26,십이지장궤양,241,386,2291,442,887056,678058
입원,L60,손발톱장애,242,384,1389,418,271278,203343
입원,O99,"달리 분류될 수 있지만 임신, 출산 및 산후기에 합병된 기타 산모질환",243,382,2023,422,1058219,897385
입원,K37,상세불명의 충수염,243,382,1469,399,961912,698643
입원,S68,손목 및 손의 외상성 절단,245,381,5789,464,1356260,1007063
입원,M21,사지의 기타 후천변형,246,374,4005,455,1109986,822479
입원,S65,손목 및 손 부위의 혈관의 손상,247,365,2368,381,678598,508992
입원,T25,발목 및 발의 화상 및 부식,248,364,4529,474,1256561,1034256
입원,I46,심장정지,248,364,2180,460,2313278,1953095
입원,O21,임신중 과다구토,250,362,2347,486,283100,227383
입원,M71,기타 윤활낭병증,250,362,2439,389,535946,395671
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,252,361,3600,462,1546658,1483803
입원,K09,달리 분류되지 않은 구강영역의 낭,253,359,1021,378,531144,395086
입원,M17,무릎관절증,254,356,1850,387,348846,252435
입원,O44,전치태반,254,356,2630,408,1111542,973595
입원,E05,갑상선독증[갑상선기능항진증],254,356,1703,447,720356,523009
입원,K65,복막염,257,339,2602,386,1124558,837219
입원,I10,본태성(원발성) 고혈압,258,337,1330,383,306614,228967
입원,K71,독성간질환,259,335,2040,377,457547,344860
입원,J39,상기도의 기타 질환,260,331,1254,365,393080,300982
입원,J98,기타 호흡장애,260,331,1459,388,741353,550896
입원,M95,근골격계통 및 결합조직의 기타 후천성 변형,262,329,702,337,381862,288059
입원,D35,기타 및 상세불명의 내분비선의 양성 신생물,263,325,2201,448,1814824,1497267
입원,S90,발목 및 발의 표재성 손상,263,325,948,348,164379,122129
입원,S20,흉부의 표재성 손상,265,318,863,341,202007,141904
입원,T39,"비아편유사진통제, 해열제 및 항류마티스제에 의한 중독",266,316,1034,356,424857,332808
입원,S05,눈 및 안와의 손상,266,316,855,355,268607,198874
입원,G93,뇌의 기타 장애,268,313,13237,828,3312155,2556803
입원,O41,양수 및 양막의 기타 장애,269,310,2064,345,737495,652909
입원,T43,달리 분류되지 않은 정신작용제에 의한 중독,270,307,925,342,468240,367156
입원,K05,치은염 및 치주질환,271,300,436,319,78716,60130
입원,T65,기타 및 상세불명 물질의 독성효과,272,299,534,330,245339,190011
입원,C50,유방의 악성 신생물,273,297,5558,1044,3083205,2472885
입원,S69,손목 및 손의 기타 및 상세불명의 손상,273,297,1547,326,498931,369269
입원,G82,하반신마비 및 사지마비,275,296,39315,1982,6022212,4737469
입원,E87,"수분, 전해질 및 산-염기균형의 기타 장애",276,294,1256,374,491903,386714
입원,D11,주침샘의 양성 신생물,277,286,1426,311,879164,599428
입원,R05,기침,278,282,448,336,74803,57211
입원,H02,눈꺼풀의 기타 장애,279,281,433,299,284970,223801
입원,C92,골수성 백혈병,280,280,14121,1031,12666328,11541208
입원,I63,뇌경색증,281,278,7822,677,2880560,2355439
입원,Z52,기관 및 조직의 기증자,281,278,1776,330,1251572,1042859
입원,Z94,이식된 기관 및 조직의 상태,283,277,4497,506,4189797,3718970
입원,A87,바이러스수막염,284,276,2588,340,844759,612790
입원,K70,알코올성 간질환,284,276,2979,395,1683445,1375898
입원,M87,골괴사,286,267,3201,423,1605847,1246466
입원,C71,뇌의 악성 신생물,287,265,10576,1118,4872917,4381906
입원,K04,치수 및 근단주위조직의 질환,288,256,800,266,262354,194081
입원,M41,척주측만증,289,255,1946,293,955874,735633
입원,K36,기타 충수염,290,252,1035,258,714826,510843
입원,T20,머리 및 목의 화상 및 부식,291,251,2142,295,578523,466371
입원,Z98,기타 수술후 상태,291,251,1638,271,313125,231438
입원,Q28,순환계통의 기타 선천기형,293,247,2298,383,1728692,1512772
입원,G45,일과성 뇌허혈발작 및 관련 증후군,293,247,810,266,411179,271198
입원,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",295,246,1053,291,491555,381690
입원,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,295,246,705,276,215021,168451
입원,T00,여러 신체부위를 침범한 표재성 손상,295,246,769,251,349332,266309
입원,M92,기타 연소성 골연골증,298,245,2372,293,552348,410980
입원,D50,철결핍빈혈,299,244,896,285,261225,201864
입원,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,300,240,813,256,160846,132977
입원,S73,"고관절의 관절 및 인대의 탈구, 염좌 및 긴장",301,238,1103,257,181225,135484
입원,R94,기능검사의 이상결과,302,237,433,263,113027,84085
입원,D36,기타 및 상세불명 부위의 양성 신생물,303,236,1072,261,461910,341759
입원,G71,근육의 원발성 장애,304,233,4072,488,1057640,905752
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,305,232,3284,348,1204617,1165646
입원,N17,급성 신부전,306,231,1722,282,740482,583243
입원,O72,분만후 출혈,307,230,962,275,732782,650773
입원,I95,저혈압,307,230,560,249,208644,148637
입원,F70,경도 정신지체,309,228,32264,2170,2766814,2151132
입원,N45,고환염 및 부고환염,309,228,1314,270,314250,239460
입원,M13,기타 관절염,309,228,1200,278,255705,189716
입원,M00,화농성 관절염,309,228,3666,290,957319,714797
입원,R52,달리 분류되지 않은 통증,313,227,588,250,135028,98550
입원,R31,상세불명의 혈뇨,314,226,562,241,226850,169763
입원,Z20,전염성 질환에 접촉 및 노출,314,226,517,240,93949,75746
입원,L73,기타 모낭장애,316,225,810,254,241100,180678
입원,S23,"흉곽의 관절 및 인대의 탈구, 염좌 및 긴장",317,224,1015,237,131399,98406
입원,I61,뇌내출혈,318,222,11740,691,3783439,3223849
입원,Z29,기타 예방적 조치의 필요,319,219,839,235,177112,143593
입원,D48,기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물,320,214,1595,283,792030,660674
입원,E86,용적고갈,321,212,410,230,98958,73884
입원,O13,임신[임신-유발]고혈압,321,212,1277,230,470232,416940
입원,D39,여성생식기관의 행동양식 불명 또는 미상의 신생물,323,210,1497,299,917986,755608
입원,K12,구내염 및 관련 병변,323,210,1065,235,280641,210666
입원,Q21,심장중격의 선천기형,325,209,2113,290,3701740,3387686
입원,E78,지질단백질대사장애 및 기타 지질증,325,209,665,324,84099,64298
입원,D34,갑상선의 양성 신생물,327,208,761,227,398173,262761
입원,O64,태아의 이상태위로 인한 난산,328,206,1310,207,496928,438933
입원,R20,피부감각의 장애,328,206,406,217,147328,100939
입원,O03,자연유산,330,204,475,218,178699,138357
입원,B01,수두,330,204,1277,228,372877,308016
입원,H40,녹내장,332,203,648,284,342298,254116
입원,D10,입 및 인두의 양성 신생물,333,202,572,214,231467,172547
입원,F39,상세불명의 기분[정동]장애,334,201,4007,294,811812,589199
입원,D13,기타 및 부위불명의 소화계통의 양성 신생물,335,199,1246,236,804890,594866
입원,O62,분만힘의 이상,336,197,1152,202,502816,446393
입원,S31,"복부, 아래등 및 골반의 열린상처",336,197,713,215,339551,254823
입원,F13,진정제 또는 수면제 사용에 의한 정신 및 행동 장애,338,196,776,223,190182,146759
입원,M45,강직척추염,339,195,1670,310,522863,448736
입원,N75,바르톨린선의 질환,339,195,555,220,158361,120491
입원,M53,달리 분류되지 않은 기타 등병증,341,193,1279,249,134582,100311
입원,D69,자반 및 기타 출혈성 병태,342,192,1194,316,742636,596449
입원,G25,기타 추체외로 및 운동 장애,343,191,421,222,140243,101613
입원,O24,임신중 당뇨병,344,190,1049,205,388008,352043
입원,S36,복강내기관의 손상,344,190,2820,269,2665468,2248041
입원,R59,림프절비대,344,190,779,220,320138,236457
입원,D64,기타 빈혈,347,189,467,247,160952,122601
입원,C91,림프성 백혈병,348,186,12664,899,11313442,10343375
입원,N21,하부요로의 결석,349,184,405,195,162172,122592
입원,F84,전반발달장애,349,184,28976,1338,2521907,1941574
입원,T18,소화관속의 이물,351,181,396,207,167630,123286
입원,C56,난소의 악성 신생물,351,181,3363,710,1600878,1386430
입원,J96,달리 분류되지 않은 호흡부전,353,180,2722,347,1630971,1424511
입원,H90,전음성 및 감각신경성 청력소실,354,179,640,204,799887,513434
입원,L20,아토피성 피부염,355,177,1195,361,251865,194948
입원,F60,특정 인격장애,356,175,4865,318,688900,519192
입원,K86,췌장의 기타 질환,357,173,1721,304,638197,481503
입원,K30,기능성 소화불량,357,173,337,184,80273,60615
입원,L30,기타 피부염,359,172,1216,242,111705,86119
입원,B27,감염성 단핵구증,360,169,1212,198,397930,300939
입원,G72,기타 근병증,360,169,736,203,248076,189907
입원,Q85,달리 분류되지 않은 모반증,360,169,1629,245,732416,615941
입원,D33,뇌 및 중추신경계통의 기타 부분의 양성 신생물,363,168,2364,276,1484787,1341954
입원,M99,달리 분류되지 않은 생체역학적 병변,363,168,874,188,143816,107659
입원,K07,치아얼굴이상[부정교합포함],363,168,818,173,416053,313401
입원,N92,"과다, 빈발 및 불규칙 월경",366,167,341,181,122302,93436
입원,I48,심방세동 및 조동,367,166,441,207,671730,606489
입원,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,368,165,3590,351,2168408,1956522
입원,F79,상세불명의 정신지체,369,164,28516,1067,2342979,1777768
입원,S50,아래팔의 표재성 손상,370,163,354,168,76997,56751
입원,K83,담도의 기타 질환,371,162,1487,243,769630,609679
입원,O35,알려진 또는 의심되는 태아 이상 및 손상에 대한 산모관리,371,162,771,176,411323,372789
입원,G81,편마비,373,161,17040,886,2753332,2163536
입원,G41,뇌전증지속상태,373,161,5015,352,2538655,2202654
입원,S40,어깨 및 위팔의 표재성 손상,373,161,534,171,88284,65398
입원,H50,기타 사시,376,160,253,163,190030,145482
입원,G04,"뇌염, 척수염 및 뇌척수염",377,159,5602,553,2767123,2271148
입원,M89,뼈의 기타 장애,377,159,1621,244,512979,409391
입원,H71,중이의 진주종,377,159,733,180,504632,386695
입원,S09,머리의 기타 및 상세불명의 손상,380,158,533,164,181522,136629
입원,J04,급성 후두염 및 기관염,381,157,570,168,119713,91652
입원,T22,손목 및 손을 제외한 어깨와 팔의 화상 및 부식,381,157,1103,179,311809,240650
입원,G90,자율신경계통의 장애,381,157,345,172,152066,109433
입원,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",381,157,8811,449,826732,620422
입원,F71,중등도 정신지체,381,157,25157,1364,2049528,1585722
입원,Q66,발의 선천변형,381,157,1286,194,439565,328643
입원,R09,순환계통 및 호흡계통의 기타 증상 및 징후,387,156,289,174,106694,79236
입원,H18,각막의 기타 장애,388,155,297,177,82036,63598
입원,R80,고립된 단백뇨,389,153,481,166,221157,171841
입원,I99,순환계통의 기타 및 상세불명의 장애,390,152,712,171,129393,93689
입원,O23,임신중 비뇨생식관의 감염,391,151,970,172,231263,199224
입원,C49,기타 결합조직 및 연조직의 악성 신생물,391,151,4314,610,1904308,1703399
입원,I60,거미막하출혈,391,151,5302,369,3013677,2660383
입원,N02,재발성 및 지속성 혈뇨,394,150,621,177,264548,205910
입원,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,394,150,816,159,179534,132340
입원,K91,달리 분류되지 않은 소화계통의 처치후 장애,396,149,1399,197,571837,442321
입원,Q27,말초혈관계통의 기타 선천기형,397,148,706,191,544840,416522
입원,F45,신체형장애,398,147,766,178,180400,136075
입원,H53,시각장애,399,146,408,153,182290,118947
입원,F23,급성 및 일과성 정신병장애,399,146,3421,284,468341,356521
입원,B00,헤르페스바이러스[단순헤르페스] 감염,399,146,983,176,305721,225428
입원,I26,폐색전증,402,145,1777,219,932424,766070
입원,G57,다리의 단일신경병증,402,145,1072,173,250385,184309
입원,I45,기타 전도장애,404,141,481,167,1049936,967940
입원,E23,뇌하수체의 기능저하 및 기타 장애,404,141,776,176,389756,291779
입원,K55,장의 혈관장애,406,139,1084,177,431312,332578
입원,N76,질 및 외음부의 기타 염증,406,139,571,150,117537,90133
입원,G61,염증성 다발신경병증,406,139,4445,341,1126019,945095
입원,M70,"사용, 과용 및 압박에 관련된 연조직장애",406,139,683,141,117178,87293
입원,T75,기타 외인의 영향,410,138,265,147,137162,105128
입원,M85,골밀도 및 구조의 기타 장애,410,138,993,161,375071,271794
입원,N98,인공수정과 관련된 합병증,410,138,842,164,208643,154314
입원,I42,심근병증,413,137,1694,219,1340547,1198941
입원,M60,근염,413,137,936,144,218208,161789
입원,O26,주로 임신에 관련된 기타 병태의 산모관리,413,137,817,157,266525,236125
입원,K73,달리 분류되지 않은 만성 간염,413,137,567,161,83038,62246
입원,O84,다태분만,413,137,815,137,330665,291628
입원,L84,티눈 및 굳은살,413,137,813,152,159770,118585
입원,C62,고환의 악성 신생물,419,136,2043,407,812585,714320
입원,H35,기타 망막장애,420,135,323,148,286417,224977
입원,S70,엉덩이 및 대퇴의 표재성 손상,421,134,473,144,73485,54525
입원,T54,부식물질의 독성효과,421,134,444,147,221797,171927
입원,H16,각막염,423,133,447,151,105963,80719
입원,N04,신증후군,424,132,931,162,330265,253131
입원,Q67,"머리, 얼굴, 척추 및 흉부의 선천성 근골격변형",424,132,765,147,633315,475454
입원,M86,골수염,426,130,2971,192,823539,614124
입원,A05,달리 분류되지 않은 기타 세균성 음식매개중독,427,129,730,139,131734,99435
입원,J05,급성 폐색성 후두염[크룹] 및 후두개염,427,129,560,150,171892,128211
입원,O45,태반의 조기분리[태반조기박리],427,129,794,133,364873,324851
입원,F63,습관 및 충동 장애,430,128,5992,367,602817,446166
입원,T71,질식,430,128,556,155,508783,387713
입원,T21,몸통의 화상 및 부식,432,126,1176,153,379769,298509
입원,D28,기타 및 상세불명의 여성생식기관의 양성 신생물,433,125,393,126,229160,171053
입원,C83,비소포성 림프종,434,124,4678,499,3686067,3366981
입원,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",434,124,1788,169,822063,625362
입원,T17,기도의 이물,436,123,182,126,81861,67547
입원,E16,췌장내분비의 기타 장애,436,123,320,150,101477,76900
입원,C54,자궁체부의 악성 신생물,438,122,904,239,506105,433421
입원,N61,유방의 염증성 장애,439,121,541,146,146391,111120
입원,K02,치아우식,439,121,352,123,69065,52016
입원,Z72,생활양식에 관련된 문제,439,121,260,130,71783,53712
입원,H65,비화농성 중이염,439,121,428,134,210896,161522
입원,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,439,121,681,151,442271,368018
입원,G95,척수의 기타 질환,444,120,1286,164,437487,331545
입원,T79,달리 분류되지 않은 외상의 특정 조기합병증,445,119,795,127,272045,209267
입원,D61,기타 무형성빈혈,446,117,2649,355,2553420,2220913
입원,R25,이상불수의운동,447,116,286,126,112639,78576
입원,M35,결합조직의 기타 전신침범,448,114,1640,231,518225,430418
입원,B18,만성 바이러스간염,448,114,812,126,177833,133802
입원,L23,알레르기성 접촉피부염,450,113,502,118,36132,27807
입원,H60,외이염,450,113,572,133,122692,91796
입원,R21,발진 및 기타 비특이성 피부발진,450,113,242,134,50705,38604
입원,A41,기타 패혈증,450,113,1707,195,861058,714949
입원,T59,"기타 가스, 연무 또는 물김의 독성효과",454,112,201,115,81949,63282
입원,T63,독액성 동물과의 접촉의 독성효과,455,111,424,124,101564,79241
입원,J90,달리 분류되지 않은 흉막삼출액,456,109,844,133,322965,259747
입원,Q74,사지의 기타 선천기형,456,109,928,132,305288,227859
입원,I80,정맥염 및 혈전정맥염,456,109,690,127,384301,298516
입원,O70,분만중 회음열상,459,108,374,110,214611,209706
입원,N44,고환의 염전,459,108,362,116,258113,200092
입원,C64,신우를 제외한 신장의 악성 신생물,459,108,1041,198,542054,465587
입원,T30,상세불명 신체부위의 화상 및 부식,459,108,236,113,96228,78770
입원,S12,목의 골절,463,107,1515,167,639994,513236
입원,R40,"기면, 혼미 및 혼수",464,106,872,136,143582,106091
입원,Z91,달리 분류되지 않은 위험 요인의 개인력,464,106,538,120,85725,62765
입원,T74,학대증후군,466,104,110,105,37046,29101
입원,D14,중이 및 호흡계통의 양성 신생물,466,104,345,114,235904,175036
입원,S03,"머리의 관절 및 인대의 탈구, 염좌 및 긴장",466,104,186,111,33240,24616
입원,S27,기타 및 상세불명의 흉곽내기관의 손상,469,103,999,134,560474,454172
입원,C81,호지킨림프종,469,103,1794,460,1041036,943446
입원,F42,강박장애,469,103,3120,220,529033,395518
입원,D30,비뇨기관의 양성 신생물,472,102,386,117,170773,130758
입원,C53,자궁경부의 악성 신생물,472,102,1889,372,1023741,907626
입원,N72,자궁경부의 염증성 질환,472,102,242,103,59143,45767
입원,M46,기타 염증성 척추병증,475,101,910,121,172294,127581
입원,S99,발목 및 발의 기타 및 상세불명의 손상,476,100,722,108,156684,115379
입원,G37,중추신경계통의 기타 탈수초질환,476,100,934,138,340126,238015
입원,J69,고체 및 액체에 의한 폐렴,476,100,1146,149,535625,430716
입원,C16,위의 악성 신생물,476,100,3144,441,1372659,1195693
입원,N43,음낭수종 및 정액류,480,99,352,104,157337,121363
입원,K42,배꼽탈장,480,99,295,104,152846,111964
입원,R73,혈당치상승,480,99,329,99,18308,14181
입원,D44,내분비선의 행동양식 불명 또는 미상의 신생물,483,98,1008,373,524536,455183
입원,O75,달리 분류되지 않은 진통 및 분만의 기타 합병증,483,98,377,99,200078,196379
입원,H46,시신경염,485,96,497,119,229895,158230
