입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금,환자부담금,연도,연령대
입원,G82,하반신마비 및 사지마비,150,1928,278650,12537,37773458,29542378,8231080,2020,50_59
입원,H91,기타 청력소실,151,1922,11717,2152,4062861,2811373,1251488,2020,50_59
입원,H43,유리체의 장애,152,1888,5160,2146,6407945,5107875,1300070,2020,50_59
입원,J45,천식,153,1882,18525,2662,3670917,2791306,879611,2020,50_59
입원,R56,달리 분류되지 않은 경련,154,1865,6044,2175,3053051,2231404,821647,2020,50_59
입원,I46,심장정지,155,1861,12796,2399,11012993,9339962,1673031,2020,50_59
입원,C78,호흡 및 소화기관의 이차성 악성 신생물,156,1841,28313,3311,15468375,13747044,1721331,2020,50_59
입원,C54,자궁체부의 악성 신생물,157,1831,49068,6597,15298526,13265444,2033082,2020,50_59
입원,S63,"손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",158,1823,13009,2013,2735017,2029986,705031,2020,50_59
입원,T81,달리 분류되지 않은 처치의 합병증,159,1820,19403,2162,5970714,4742818,1227896,2020,50_59
입원,J11,바이러스가 확인되지 않은 인플루엔자,160,1818,7291,1932,1436746,1152983,283763,2020,50_59
입원,C64,신우를 제외한 신장의 악성 신생물,161,1774,36284,4161,12352385,10888124,1464261,2020,50_59
입원,A41,기타 패혈증,162,1747,36219,3421,12699637,10432805,2266832,2020,50_59
입원,J15,달리 분류되지 않은 세균성 폐렴,163,1736,26070,2469,7238527,5748076,1490451,2020,50_59
입원,E78,지질단백질대사장애 및 기타 지질증,164,1688,6149,2673,673227,508805,164422,2020,50_59
입원,S68,손목 및 손의 외상성 절단,165,1666,24160,1999,5805072,4334590,1470482,2020,50_59
입원,N30,방광염,166,1649,6566,1814,1620051,1228583,391468,2020,50_59
입원,F32,우울에피소드,167,1645,55781,3595,6601938,5024551,1577387,2020,50_59
입원,I50,심부전,168,1642,15776,2221,9594311,8156688,1437623,2020,50_59
입원,M71,기타 윤활낭병증,169,1622,13690,1792,2985736,2229524,756212,2020,50_59
입원,K26,십이지장궤양,170,1621,11820,1908,5400824,4163619,1237205,2020,50_59
입원,G40,뇌전증,171,1613,21603,2473,5430435,4180781,1249654,2020,50_59
입원,C67,방광의 악성 신생물,172,1581,22778,4278,10165030,9014003,1151027,2020,50_59
입원,N93,기타 이상 자궁 및 질 출혈,173,1564,2895,1684,1230491,931975,298516,2020,50_59
입원,L50,두드러기,174,1542,4053,1644,645138,490152,154986,2020,50_59
입원,C61,전립선의 악성 신생물,175,1519,21584,3103,6995147,6007039,988108,2020,50_59
입원,N83,"난소, 난관 및 넓은인대의 비염증성 장애",176,1518,6548,1594,5086339,3713694,1372645,2020,50_59
입원,C53,자궁경부의 악성 신생물,177,1510,53945,7314,17564687,15725906,1838781,2020,50_59
입원,H40,녹내장,178,1501,4037,1863,2296150,1767501,528649,2020,50_59
입원,N17,급성 신부전,179,1478,15727,1889,7015772,5668621,1347151,2020,50_59
입원,S67,손목 및 손의 으깸손상,180,1473,14398,1613,3322711,2475552,847159,2020,50_59
입원,D35,기타 및 상세불명의 내분비선의 양성 신생물,181,1445,11433,1954,7760625,6329824,1430801,2020,50_59
입원,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,182,1442,8284,1696,5055786,4043677,1012109,2020,50_59
입원,N87,자궁경부의 이형성,183,1437,2920,1500,1378714,1035613,343101,2020,50_59
입원,N81,여성생식기탈출,184,1434,6471,1508,3408573,2548748,859825,2020,50_59
입원,K83,담도의 기타 질환,185,1420,12664,2048,6981901,5678743,1303158,2020,50_59
입원,B18,만성 바이러스간염,186,1364,10048,1787,4050773,3225497,825276,2020,50_59
입원,M72,섬유모세포장애,187,1356,14434,1637,3980521,3011188,969333,2020,50_59
입원,D32,수막의 양성 신생물,188,1347,24258,2358,13669607,12441242,1228365,2020,50_59
입원,F31,양극성 정동장애,189,1320,87376,4435,8864439,6760599,2103840,2020,50_59
입원,J98,기타 호흡장애,190,1319,6773,1552,4083106,3041027,1042079,2020,50_59
입원,K86,췌장의 기타 질환,191,1281,13788,2126,5107233,3824763,1282470,2020,50_59
입원,E87,"수분, 전해질 및 산-염기균형의 기타 장애",192,1272,8736,1605,3672364,2922967,749397,2020,50_59
입원,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",193,1268,4355,1370,1513357,1115078,398279,2020,50_59
입원,K05,치은염 및 치주질환,194,1256,3033,1399,207121,159924,47197,2020,50_59
입원,Z52,기관 및 조직의 기증자,195,1247,12487,1611,11454086,9854431,1599655,2020,50_59
입원,I49,기타 심장부정맥,196,1235,6767,1456,6981525,6287493,694032,2020,50_59
입원,S00,머리의 표재성 손상,197,1232,3762,1275,737608,517792,219816,2020,50_59
입원,J06,다발성 및 상세불명 부위의 급성 상기도감염,198,1221,3177,1362,476410,361620,114790,2020,50_59
입원,M00,화농성 관절염,199,1217,23652,1708,6351399,4790557,1560842,2020,50_59
입원,M94,연골의 기타 장애,200,1210,8221,1403,2045898,1511045,534853,2020,50_59
입원,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",200,1210,5954,1451,3766796,3036600,730196,2020,50_59
입원,R11,구역 및 구토,202,1205,2900,1277,695725,529451,166274,2020,50_59
입원,L72,피부 및 피하조직의 모낭낭,203,1158,4259,1197,1183913,888258,295655,2020,50_59
입원,M10,통풍,204,1138,9031,1388,1595030,1201664,393366,2020,50_59
입원,S56,아래팔 부위의 근육 및 힘줄의 손상,205,1132,9063,1267,2218575,1649204,569371,2020,50_59
입원,K62,항문 및 직장의 기타 질환,206,1131,3938,1214,1629050,1244875,384175,2020,50_59
입원,N85,자궁경부를 제외한 자궁의 기타 비염증성 장애,207,1124,2933,1231,1907152,1413522,493630,2020,50_59
입원,A08,바이러스성 및 기타 명시된 장감염,208,1122,3671,1198,931686,699097,232589,2020,50_59
입원,N64,유방의 기타 장애,209,1096,2399,1134,1054100,762307,291793,2020,50_59
입원,F41,기타 불안장애,210,1095,11468,1526,1502349,1128190,374159,2020,50_59
입원,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,211,1094,7529,1367,4118033,3417076,700957,2020,50_59
입원,M16,고관절증,212,1072,14598,1651,5739003,4381850,1357153,2020,50_59
입원,C19,직장구불결장접합부의 악성 신생물,213,1060,26868,4490,11493784,10267930,1225854,2020,50_59
입원,I42,심근병증,214,1039,11647,1500,9920715,8989208,931507,2020,50_59
입원,H04,눈물계통의 장애,215,1022,1907,1106,1317336,1008401,308935,2020,50_59
입원,C83,비소포성 림프종,216,1011,38865,4536,22157585,20333691,1823894,2020,50_59
입원,D34,갑상선의 양성 신생물,217,1009,3427,1079,1638690,1095199,543491,2020,50_59
입원,K65,복막염,218,1002,11954,1321,5982091,4748334,1233757,2020,50_59
입원,S80,아래다리의 표재성 손상,219,996,6023,1067,888645,665541,223104,2020,50_59
입원,Z09,악성 신생물 이외의 병태에 대한 치료후 추적검사,220,993,2343,1024,1575418,1186207,389211,2020,50_59
입원,K71,독성간질환,221,981,9302,1257,2225088,1730270,494818,2020,50_59
입원,J93,기흉,222,975,9871,1377,4920122,3794927,1125195,2020,50_59
입원,T14,상세불명의 신체부위의 손상,223,969,5329,1041,1203893,896262,307631,2020,50_59
입원,D06,자궁경부의 제자리암종,224,953,6737,1288,2549078,2107199,441879,2020,50_59
입원,G20,파킨슨병,225,950,52638,3118,8993470,7648244,1345226,2020,50_59
입원,C24,담도의 기타 및 상세불명 부분의 악성 신생물,226,929,35352,4456,14000173,12564931,1435242,2020,50_59
입원,S81,아래다리의 열린상처,227,927,7037,1024,1520495,1140046,380449,2020,50_59
입원,C71,뇌의 악성 신생물,228,925,59245,4448,18632431,16743444,1888987,2020,50_59
입원,K91,달리 분류되지 않은 소화계통의 처치후 장애,229,923,9856,1321,3960568,3322056,638512,2020,50_59
입원,H02,눈꺼풀의 기타 장애,230,912,1250,958,968030,762668,205362,2020,50_59
입원,I66,뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,230,912,7252,1114,2923968,2219753,704215,2020,50_59
입원,L02,"피부의 농양, 종기 및 큰종기",232,905,8183,1052,1924643,1454425,470218,2020,50_59
입원,M62,근육의 기타 장애,233,902,6092,1034,1481891,1110880,371011,2020,50_59
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,234,899,21285,1586,7736964,7456980,279984,2020,50_59
입원,S20,흉부의 표재성 손상,235,895,4210,945,671949,484980,186969,2020,50_59
입원,R91,폐의 진단영상검사상 이상소견,236,894,3039,1002,1674804,1281069,393735,2020,50_59
입원,D70,무과립구증,237,884,6990,1334,3277830,3009241,268589,2020,50_59
입원,S76,엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,238,878,8909,984,1560936,1155248,405688,2020,50_59
입원,M53,달리 분류되지 않은 기타 등병증,239,866,6195,1314,841858,625956,215902,2020,50_59
입원,M05,혈청검사양성 류마티스관절염,240,844,9979,1663,2707765,2312896,394869,2020,50_59
입원,G93,뇌의 기타 장애,241,842,56748,3060,10398664,8137798,2260866,2020,50_59
입원,J03,급성 편도염,242,840,4039,907,679362,515283,164079,2020,50_59
입원,J35,편도 및 아데노이드의 만성 질환,243,828,2418,862,1118088,869497,248591,2020,50_59
입원,N21,하부요로의 결석,244,825,2722,902,1071223,810505,260718,2020,50_59
입원,C15,식도의 악성 신생물,245,823,31097,3739,13182479,11911924,1270555,2020,50_59
입원,M86,골수염,246,813,19548,1290,5127676,3950894,1176782,2020,50_59
입원,C92,골수성 백혈병,247,811,42466,2750,34251799,31365855,2885944,2020,50_59
입원,B17,기타 급성 바이러스간염,248,807,6552,928,1676650,1265885,410765,2020,50_59
입원,D11,주침샘의 양성 신생물,249,806,4178,878,2716952,1856319,860633,2020,50_59
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,250,797,10773,1195,4305729,4133730,171999,2020,50_59
입원,S96,발목 및 발 부위의 근육 및 힘줄의 손상,251,792,7983,893,1567441,1164695,402746,2020,50_59
입원,J33,코폴립,252,790,2516,819,1974339,1442716,531623,2020,50_59
입원,K55,장의 혈관장애,253,789,6684,952,3105447,2403078,702369,2020,50_59
입원,D33,뇌 및 중추신경계통의 기타 부분의 양성 신생물,254,781,14450,1379,6588326,5967742,620584,2020,50_59
입원,S23,"흉곽의 관절 및 인대의 탈구, 염좌 및 긴장",255,780,4945,842,604786,453412,151374,2020,50_59
입원,D18,모든 부위의 혈관종 및 림프관종,256,769,3925,869,1878230,1386890,491340,2020,50_59
입원,C77,림프절의 이차성 및 상세불명의 악성 신생물,257,765,8780,1180,3996587,3496398,500189,2020,50_59
입원,N43,음낭수종 및 정액류,258,759,2519,795,1213095,930738,282357,2020,50_59
입원,N41,전립선의 염증성 질환,259,756,5302,898,1556841,1178056,378785,2020,50_59
입원,M22,무릎뼈의 장애,260,751,4796,898,717284,528499,188785,2020,50_59
입원,J90,달리 분류되지 않은 흉막삼출액,261,748,8081,970,3056841,2469358,587483,2020,50_59
입원,M84,골연속성의 장애,261,748,8900,927,2887429,2206369,681060,2020,50_59
입원,K22,식도의 기타 질환,263,747,5836,950,2902048,2234977,667071,2020,50_59
입원,T82,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증",264,743,4910,1413,4967596,4432173,535423,2020,50_59
입원,J44,기타 만성 폐쇄성 폐질환,264,743,11631,1250,3037583,2367775,669808,2020,50_59
입원,T42,"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",266,738,2155,810,1140016,887372,252644,2020,50_59
입원,G95,척수의 기타 질환,267,737,25183,1675,6598361,5045914,1552447,2020,50_59
입원,D01,기타 및 상세불명의 소화기관의 제자리암종,268,735,4949,939,2452269,2161095,291174,2020,50_59
입원,M81,병적 골절이 없는 골다공증,269,727,1721,837,195506,151065,44441,2020,50_59
입원,D23,피부의 기타 양성 신생물,270,725,2765,758,727272,538369,188903,2020,50_59
입원,R20,피부감각의 장애,271,721,1303,751,601332,387346,213986,2020,50_59
입원,I71,대동맥동맥류 및 박리,271,721,9718,1100,15678019,14174462,1503557,2020,50_59
입원,C90,다발골수종 및 악성 형질세포신생물,273,718,33721,3394,19388337,17824311,1564026,2020,50_59
입원,S73,"고관절의 관절 및 인대의 탈구, 염좌 및 긴장",274,716,4784,815,705064,527935,177129,2020,50_59
입원,E16,췌장내분비의 기타 장애,275,711,2508,836,637081,496537,140544,2020,50_59
입원,T50,"이뇨제 및 기타 상세불명의 약물, 약제 및 생물학적 물질에 의한 중독",276,707,1615,756,750638,580580,170058,2020,50_59
입원,S64,손목 및 손 부위의 신경의 손상,277,705,4417,738,1234577,926286,308291,2020,50_59
입원,S53,"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",278,704,6141,820,1291929,951853,340076,2020,50_59
입원,S30,"복부, 아래등 및 골반의 표재성 손상",279,700,3565,740,643250,472989,170261,2020,50_59
입원,F00,알츠하이머병에서의 치매(G30.-+),280,696,102705,3987,8570281,6566167,2004114,2020,50_59
입원,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,281,690,4104,796,2012169,1512695,499474,2020,50_59
입원,S05,눈 및 안와의 손상,281,690,2876,789,1278345,969449,308896,2020,50_59
입원,H90,전음성 및 감각신경성 청력소실,283,683,3060,767,3076286,2019547,1056739,2020,50_59
입원,D64,기타 빈혈,283,683,2431,808,876246,682817,193429,2020,50_59
입원,G50,삼차신경의 장애,285,681,3515,789,1472961,1043050,429911,2020,50_59
입원,K72,달리 분류되지 않은 간부전,286,679,9339,1067,5302006,4385461,916545,2020,50_59
입원,J47,기관지확장증,287,671,4382,818,1826689,1399373,427316,2020,50_59
입원,M93,기타 골연골병증,288,669,7542,841,1711653,1247191,464462,2020,50_59
입원,D16,골 및 관절연골의 양성 신생물,288,669,3974,726,1427652,1058487,369165,2020,50_59
입원,A75,발진티푸스,290,666,4479,709,1036551,776962,259589,2020,50_59
입원,J36,편도주위농양,290,666,3366,752,856033,639670,216363,2020,50_59
입원,K11,침샘의 질환,292,665,2623,738,1011254,732897,278357,2020,50_59
입원,I70,죽상경화증,293,661,6842,882,4926421,3914669,1011752,2020,50_59
입원,H65,비화농성 중이염,294,660,3045,752,1579691,1211975,367716,2020,50_59
입원,T31,포함된 신체표면의 정도에 따라 분류된 화상,295,655,12897,1038,6003328,5084575,918753,2020,50_59
입원,I62,기타 비외상성 두개내출혈,296,651,29956,1750,7951227,6703830,1247397,2020,50_59
입원,H36,달리 분류된 질환에서의 망막장애,297,649,1662,822,2112057,1684189,427868,2020,50_59
입원,J00,급성 비인두염[감기],298,641,936,719,122421,93727,28694,2020,50_59
입원,D50,철결핍빈혈,299,639,2553,739,689432,528247,161185,2020,50_59
입원,T25,발목 및 발의 화상 및 부식,300,637,10759,853,2677524,2237682,439842,2020,50_59
입원,E05,갑상선독증[갑상선기능항진증],301,629,3792,780,1267415,927149,340266,2020,50_59
입원,M96,달리 분류되지 않은 처치후 근골격장애,302,628,6862,781,1954287,1480443,473844,2020,50_59
입원,J30,혈관운동성 및 알레르기성 비염,303,623,884,671,214774,163847,50927,2020,50_59
입원,S27,기타 및 상세불명의 흉곽내기관의 손상,304,622,6476,775,2816852,2220202,596650,2020,50_59
입원,R31,상세불명의 혈뇨,304,622,1662,668,736608,567827,168781,2020,50_59
입원,T23,손목 및 손의 화상 및 부식,304,622,6850,764,1992963,1678052,314911,2020,50_59
입원,E86,용적고갈,307,609,1156,640,292730,223266,69464,2020,50_59
입원,T63,독액성 동물과의 접촉의 독성효과,308,599,2355,642,561092,434416,126676,2020,50_59
입원,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,309,598,32138,1351,6659234,5237073,1422161,2020,50_59
입원,D14,중이 및 호흡계통의 양성 신생물,310,597,2346,656,1553300,1145271,408029,2020,50_59
입원,D36,기타 및 상세불명 부위의 양성 신생물,311,595,3457,652,1479795,1097216,382579,2020,50_59
입원,S14,목부위의 신경 및 척수의 손상,312,591,32309,1781,7607297,5964157,1643140,2020,50_59
입원,T24,발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식,313,590,7306,738,2198381,1744581,453800,2020,50_59
입원,I72,기타 동맥류 및 박리,314,586,3892,724,2804028,2193955,610073,2020,50_59
입원,J01,급성 부비동염,314,586,3479,641,638295,481771,156524,2020,50_59
입원,Z98,기타 수술후 상태,316,585,6162,658,880612,653937,226675,2020,50_59
입원,S91,발목 및 발의 열린상처,317,584,4648,656,887239,660557,226682,2020,50_59
입원,M66,윤활막 및 힘줄의 자연파열,318,581,5471,730,1366641,1014363,352278,2020,50_59
입원,I64,출혈 또는 경색증으로 명시되지 않은 뇌졸중,319,577,5386,757,1101778,768966,332812,2020,50_59
입원,J02,급성 인두염,320,572,1455,630,220608,167609,52999,2020,50_59
입원,H27,수정체의 기타 장애,321,571,1267,634,1394105,1103696,290409,2020,50_59
입원,C49,기타 결합조직 및 연조직의 악성 신생물,322,568,17221,2191,6055844,5348949,706895,2020,50_59
입원,J84,기타 간질성 폐질환,323,564,8695,973,5301013,4440077,860936,2020,50_59
입원,B34,상세불명 부위의 바이러스감염,324,561,2184,653,419575,322216,97359,2020,50_59
입원,T20,머리 및 목의 화상 및 부식,325,560,5874,687,1766382,1455975,310407,2020,50_59
입원,I95,저혈압,326,558,2717,652,617926,457114,160812,2020,50_59
입원,R73,혈당치상승,327,554,1097,586,147414,118723,28691,2020,50_59
입원,K30,기능성 소화불량,327,554,1568,592,452878,345915,106963,2020,50_59
입원,M46,기타 염증성 척추병증,329,553,16290,979,4524639,3477519,1047120,2020,50_59
입원,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",330,552,10671,797,4350569,3331823,1018746,2020,50_59
입원,H53,시각장애,331,549,1530,588,694373,453265,241108,2020,50_59
입원,J69,고체 및 액체에 의한 폐렴,332,541,12169,1000,4779200,3891162,888038,2020,50_59
입원,J39,상기도의 기타 질환,333,537,3824,638,1517119,1139440,377679,2020,50_59
입원,K09,달리 분류되지 않은 구강영역의 낭,333,537,1731,558,856916,638822,218094,2020,50_59
입원,S65,손목 및 손 부위의 혈관의 손상,335,536,4284,558,1143109,849973,293136,2020,50_59
입원,R57,달리 분류되지 않은 쇼크,336,533,7907,798,6828378,5724221,1104157,2020,50_59
입원,R94,기능검사의 이상결과,337,529,1162,570,388758,299494,89264,2020,50_59
입원,M76,발을 제외한 다리의 골부착부병증,338,525,3611,646,609107,453407,155700,2020,50_59
입원,C44,기타 피부의 악성 신생물,339,524,5034,746,1999923,1781141,218782,2020,50_59
입원,C23,담낭의 악성 신생물,340,522,19278,2495,7026277,6267406,758871,2020,50_59
입원,G46,뇌혈관질환에서의 뇌의 혈관증후군(I60-I67†),341,520,5572,633,1137060,776118,360942,2020,50_59
입원,K51,궤양성 대장염,342,509,4886,861,1853548,1602149,251399,2020,50_59
입원,H71,중이의 진주종,343,506,2833,583,1801040,1379014,422026,2020,50_59
입원,T18,소화관속의 이물,344,502,1582,558,683793,508248,175545,2020,50_59
입원,T60,유해생물방제제(농약)의 독성효과,345,499,2591,570,1543064,1211401,331663,2020,50_59
입원,N73,기타 여성골반염증질환,346,497,3342,581,823256,608689,214567,2020,50_59
입원,G57,다리의 단일신경병증,347,492,4447,586,917157,681837,235320,2020,50_59
입원,M70,"사용, 과용 및 압박에 관련된 연조직장애",348,490,3312,544,875446,684762,190684,2020,50_59
입원,I69,뇌혈관질환의 후유증,349,489,31527,1552,3591982,2727413,864569,2020,50_59
입원,N31,달리 분류되지 않은 방광의 신경근육기능장애,350,487,2351,698,645627,500717,144910,2020,50_59
입원,T58,일산화탄소의 독성효과,351,481,3006,630,943561,718656,224905,2020,50_59
입원,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,352,474,10682,918,4154509,3707311,447198,2020,50_59
입원,I26,폐색전증,353,469,5296,650,2658267,2185160,473107,2020,50_59
입원,C85,기타 및 상세불명 유형의 비호지킨림프종,354,464,9263,1259,4450634,4044536,406098,2020,50_59
입원,D10,입 및 인두의 양성 신생물,355,463,1230,483,513782,388377,125405,2020,50_59
입원,R40,"기면, 혼미 및 혼수",356,462,26455,1413,3035795,2347458,688337,2020,50_59
입원,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",357,454,38902,1728,3694905,2784825,910080,2020,50_59
입원,S60,손목 및 손의 표재성 손상,358,452,1572,464,340430,255363,85067,2020,50_59
입원,G53,달리 분류된 질환에서의 뇌신경장애,359,451,4225,541,646999,478013,168986,2020,50_59
입원,D69,자반 및 기타 출혈성 병태,359,451,3760,699,1973086,1597901,375185,2020,50_59
입원,S70,엉덩이 및 대퇴의 표재성 손상,359,451,2860,479,458840,341473,117367,2020,50_59
입원,G25,기타 추체외로 및 운동 장애,362,445,2591,555,844044,640652,203392,2020,50_59
입원,N75,바르톨린선의 질환,363,440,1119,458,338901,257796,81105,2020,50_59
입원,S51,아래팔의 열린상처,364,439,2189,477,538935,407591,131344,2020,50_59
입원,K04,치수 및 근단주위조직의 질환,365,438,1243,485,327920,243818,84102,2020,50_59
입원,L60,손발톱장애,366,437,1595,470,293584,219325,74259,2020,50_59
입원,F43,심한 스트레스에 대한 반응 및 적응장애,367,436,3379,647,595892,440789,155103,2020,50_59
입원,S36,복강내기관의 손상,368,434,6493,606,4870587,4000151,870436,2020,50_59
입원,H11,결막의 기타 장애,369,429,542,466,181150,144008,37142,2020,50_59
입원,G12,척수성 근위축 및 관련 증후군,369,429,28916,1994,5561751,4775309,786442,2020,50_59
입원,R52,달리 분류되지 않은 통증,371,419,1250,468,310539,227619,82920,2020,50_59
입원,I11,고혈압성 심장병,372,414,2388,460,630693,479014,151679,2020,50_59
입원,F25,조현정동장애,373,413,47877,2324,4561292,3733724,827568,2020,50_59
입원,M35,결합조직의 기타 전신침범,374,408,6618,765,1775741,1514922,260819,2020,50_59
입원,R19,소화계통 및 복부의 기타 증상 및 징후,375,407,1121,427,559531,410858,148673,2020,50_59
입원,G55,달리 분류된 질환에서의 신경근 및 신경총 압박,376,405,3830,466,819810,609369,210441,2020,50_59
입원,I80,정맥염 및 혈전정맥염,377,404,2908,534,1808925,1437452,371473,2020,50_59
입원,K73,달리 분류되지 않은 만성 간염,378,399,2634,476,403452,300169,103283,2020,50_59
입원,E03,기타 갑상선기능저하증,378,399,1977,648,313311,230546,82765,2020,50_59
입원,J85,폐 및 종격의 농양,380,395,6888,556,2959014,2333959,625055,2020,50_59
입원,S90,발목 및 발의 표재성 손상,381,393,1915,417,293509,219841,73668,2020,50_59
입원,T22,손목 및 손을 제외한 어깨와 팔의 화상 및 부식,382,392,3785,469,1019412,791382,228030,2020,50_59
입원,R25,이상불수의운동,382,392,1082,424,449071,314689,134382,2020,50_59
입원,F33,재발성 우울장애,382,392,16059,966,1849377,1383383,465994,2020,50_59
입원,K12,구내염 및 관련 병변,385,386,2506,439,693553,520858,172695,2020,50_59
입원,R47,달리 분류되지 않은 언어장애,386,384,928,411,414548,264208,150340,2020,50_59
입원,D30,비뇨기관의 양성 신생물,387,383,2460,455,1087718,815940,271778,2020,50_59
입원,J96,달리 분류되지 않은 호흡부전,388,382,10629,808,5099567,4202944,896623,2020,50_59
입원,Q21,심장중격의 선천기형,389,380,2761,466,5075835,4682021,393814,2020,50_59
입원,R05,기침,390,377,625,412,188109,143694,44415,2020,50_59
입원,M06,기타 류마티스관절염,391,376,3795,594,1091276,870782,220494,2020,50_59
입원,S40,어깨 및 위팔의 표재성 손상,392,375,1985,398,326942,242786,84156,2020,50_59
입원,I98,달리 분류된 질환에서의 순환계통의 기타 장애,393,373,3564,555,2025316,1627741,397575,2020,50_59
입원,Z08,악성 신생물에 대한 치료후 추적검사,394,367,1360,450,633397,553956,79441,2020,50_59
입원,N70,난관염 및 난소염,394,367,3343,448,1290092,950688,339404,2020,50_59
입원,K43,복벽탈장,396,364,2618,424,1220803,946641,274162,2020,50_59
입원,T00,여러 신체부위를 침범한 표재성 손상,397,362,1335,377,347377,244545,102832,2020,50_59
입원,D39,여성생식기관의 행동양식 불명 또는 미상의 신생물,398,360,3423,519,1717081,1442967,274114,2020,50_59
입원,Z20,전염성 질환에 접촉 및 노출,399,357,1024,387,136786,112661,24125,2020,50_59
입원,L23,알레르기성 접촉피부염,400,351,897,388,138066,105243,32823,2020,50_59
입원,M60,근염,401,350,4342,430,1230692,945986,284706,2020,50_59
입원,K50,크론병[국소성 장염],402,349,3180,619,1580885,1347624,233261,2020,50_59
입원,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,403,344,1374,394,396359,312959,83400,2020,50_59
입원,D48,기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물,403,344,3457,480,1479383,1247889,231494,2020,50_59
입원,R09,순환계통 및 호흡계통의 기타 증상 및 징후,405,339,823,391,350315,265541,84774,2020,50_59
입원,G41,뇌전증지속상태,406,338,17711,1069,4610031,3991019,619012,2020,50_59
입원,E10,1형 당뇨병,407,332,6125,542,1076978,833831,243147,2020,50_59
입원,J05,급성 폐색성 후두염[크룹] 및 후두개염,408,331,1788,389,579079,434043,145036,2020,50_59
입원,D00,"구강, 식도 및 위의 제자리암종",409,330,1708,362,976573,881711,94862,2020,50_59
입원,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,410,329,2928,381,769995,596245,173750,2020,50_59
입원,I73,기타 말초혈관질환,410,329,4478,485,1846990,1506369,340621,2020,50_59
입원,B35,백선증,412,328,1174,448,59635,46656,12979,2020,50_59
입원,C17,소장의 악성 신생물,413,324,10154,1081,3389037,3002081,386956,2020,50_59
입원,S12,목의 골절,414,320,5648,517,1688247,1300118,388129,2020,50_59
입원,Z43,인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,414,320,2752,361,1388397,1192673,195724,2020,50_59
입원,H49,마비성 사시,416,319,1433,356,665724,457021,208703,2020,50_59
입원,K42,배꼽탈장,417,317,1436,339,735030,553012,182018,2020,50_59
입원,M32,전신홍반루푸스,418,316,7162,722,2239647,1937507,302140,2020,50_59
입원,G62,기타 다발신경병증,419,315,3430,419,902262,691670,210592,2020,50_59
입원,Z53,수행되지 않은 특정 처치를 위해 보건서비스에 접하고 있는 사람,419,315,855,333,279894,217989,61905,2020,50_59
입원,Q28,순환계통의 기타 선천기형,421,313,3437,487,2318444,1997789,320655,2020,50_59
입원,B15,급성 A형간염,421,313,2568,368,940125,750362,189763,2020,50_59
입원,I35,비류마티스성 대동맥판장애,423,312,4931,484,7670500,6924855,745645,2020,50_59
입원,I34,비류마티스성 승모판장애,424,309,4409,450,6423691,5778375,645316,2020,50_59
입원,F29,상세불명의 비기질성 정신병,425,308,27233,1492,2603812,2078902,524910,2020,50_59
입원,I89,림프관 및 림프절의 기타 비감염성 장애,426,306,2378,403,1063385,851628,211757,2020,50_59
입원,C32,후두의 악성 신생물,426,306,5961,768,2508272,2264481,243791,2020,50_59
입원,Z54,회복기,426,306,3850,388,518494,406208,112286,2020,50_59
입원,G91,수두증,429,305,12453,742,3127651,2460682,666969,2020,50_59
입원,J86,농흉,430,304,6340,501,3432312,2714005,718307,2020,50_59
입원,D09,기타 및 상세불명 부위의 제자리암종,431,303,1721,387,876149,755534,120615,2020,50_59
입원,I86,기타 부위의 정맥류,432,301,1974,364,1376651,1095999,280652,2020,50_59
입원,C37,흉선의 악성 신생물,433,299,6152,912,2696786,2397580,299206,2020,50_59
입원,I85,식도정맥류,433,299,2571,383,1400437,1127219,273218,2020,50_59
입원,C02,혀의 기타 및 상세불명 부분의 악성 신생물,435,294,8404,942,2991482,2654162,337320,2020,50_59
입원,C48,후복막 및 복막의 악성 신생물,436,292,8803,1251,3125909,2768492,357417,2020,50_59
